,App,Price,Rating Count,Rating,Genres,Size (M),Type,New Genres,Price Category
6079,Geometry Dash World,0.0,5114,4.5,Games,64.3,Free,Games,Free
6080,Night Terrors: The Beginning,0.0,954,4.0,Entertainment,124.7,Free,Entertainment,Free
6081,Burnout City,0.0,82,4.0,Games,176.3,Free,Games,Free
6082,Timelines - Time Tracking,7.99,43,4.0,Productivity,10.7,Paid,Productivity,$5-10
6083,Smelly Baby - Farty Party,0.0,32,4.0,Games,110.4,Free,Games,Free
6084,Star Walk 2 Ads+ Night Sky Map - Stars and Planets,0.0,161,4.0,Education,234.5,Free,Education,Free
6085,单机群侠传-金庸群侠传口袋版,0.0,30,5.0,Games,153.3,Free,Games,Free
6086,Perchang,1.99,839,3.5,Games,315.6,Paid,Games,$1-3
6087,Tiki Taka World Soccer,2.99,9,2.0,Games,135.5,Paid,Games,$1-3
6088,Wars Of Warlords : Mini Game With Worldwide Multiplayer,0.99,69,3.0,Games,132.6,Paid,Games,<$1
6089,Mods for Minecraft PC Edition - Mod Installer Pocket Guide,1.99,80,3.5,Utilities,18.4,Paid,Utilities,$1-3
6090,GoldieBlox: Adventures in Coding - The Rocket Cupcake Co.,2.99,24,4.5,Education,218.9,Paid,Education,$1-3
6091,VEHICLES & WEAPONS MODS for Minecraft PC Edition - Pocket Guide,1.99,159,4.0,Entertainment,12.4,Paid,Entertainment,$1-3
6092,"镜花缘：两世英雄情缘,数年问仙修道",0.0,0,0.0,Games,334.4,Free,Games,Free
6093,iSNOB 小众精品爱好者的私藏Top 10,0.99,0,0.0,Lifestyle,27.1,Paid,Other,<$1
6094,Nerve — Truth or Dare Dirty Houseparty Party Games,0.0,6658,4.0,Lifestyle,89.1,Free,Other,Free
6095,Snot & Fluff - A Space Adventure,2.99,21,4.5,Book,294.9,Paid,Education,$1-3
6096,SBK16 - Official Mobile Game,0.0,249,4.5,Games,333.4,Free,Games,Free
6097,Chat for Whatsapp - iPad Version,0.0,5060,3.5,Social Networking,24.3,Free,Entertainment,Free
6098,ZuumSpeed Customizable Speedometer + HUD,0.99,0,0.0,Navigation,23.5,Paid,Utilities,<$1
6099,Rival Stars College Football,0.0,1132,4.0,Games,271.1,Free,Games,Free
6100,キモゲーいや、きも毛ー,0.0,0,0.0,Games,9.8,Free,Games,Free
6101,RAMP-光を灯す孤独な物語- #無料アクションゲーム,0.0,0,0.0,Games,264.4,Free,Games,Free
6102,人众金服[回馈版]-高收益理财软件,0.0,0,0.0,Finance,32.7,Free,Utilities,Free
6103,BOSS Tuner,0.0,13,3.5,Music,2.6,Free,Other,Free
6104,Papa's Taco Mia HD,2.99,75,4.5,Games,62.2,Paid,Games,$1-3
6105,RollerCoaster Tycoon® Classic,5.99,1794,4.0,Games,424.8,Paid,Games,$5-10
6106,Doggy Box,0.0,360,4.0,Games,89.8,Free,Games,Free
6107,VR Death Simulator,0.0,22,2.0,Entertainment,194.6,Free,Entertainment,Free
6108,マジ死にゲー,0.0,0,0.0,Games,56.7,Free,Games,Free
6109,まんが一本道〆,4.99,0,0.0,Games,185.4,Paid,Games,$4-5
6110,创客金融-高收益银行存管投资理财平台,0.0,0,0.0,Finance,66.6,Free,Utilities,Free
6111,Soccer Sumos - Multiplayer party game!,0.99,6,3.0,Games,68.8,Paid,Games,<$1
6112,NINE 対戦型脳トレ -目指せ賞金王！-,0.0,0,0.0,Games,48.1,Free,Games,Free
6113,Lucky Block Mod for Minecraft PC Edition - Pocket Guide,1.99,14,2.0,Games,11.8,Paid,Games,$1-3
6114,EmojiMom - An Emoji App for the Modern Mom,0.0,110,2.5,Entertainment,5.8,Free,Entertainment,Free
6115,Reigns,2.99,3017,4.5,Games,128.7,Paid,Games,$1-3
6116,2-bit Cowboy Rides Again,1.99,25,4.5,Games,29.7,Paid,Games,$1-3
6117,Day of the Tentacle Remastered,4.99,255,5.0,Games,2779.5,Paid,Games,$4-5
6118,StephMoji by Steph Curry,1.99,888,4.5,Utilities,66.4,Paid,Utilities,$1-3
6119,Funny Face - Filters Pic Swap Effects Photo Editor,0.0,343,4.5,Entertainment,132.9,Free,Entertainment,Free
6120,Aussie Rules Hero - Footy Goal Kicking Game,0.0,12,3.5,Games,23.7,Free,Games,Free
6121,ポケット戦国 -戦略と戦術で歴史を作れ！-【本格派 戦国シミュレーション】,7.99,0,0.0,Games,150.8,Paid,Games,$5-10
6122,视吧-全民手机直播,0.0,0,0.0,Social Networking,170.6,Free,Entertainment,Free
6123,Consultant Aide,7.99,881,3.5,Business,27.9,Paid,Productivity,$5-10
6124,やる夫のチャリ,0.0,0,0.0,Games,45.9,Free,Games,Free
6125,Pokedex for Pokemon Go,0.99,7,3.0,Entertainment,20.2,Paid,Entertainment,<$1
6126,Crusader Kings: Chronicles,4.99,11,2.0,Games,112.0,Paid,Games,$4-5
6127,Heroes of Loot 2,3.99,51,4.0,Games,63.1,Paid,Games,$3-4
6128,Crap! I'm Broke: Out of Pocket,1.99,30,3.5,Games,46.4,Paid,Games,$1-3
6129,Snake.io - Worm.io - Agar Slither Snake Battle,0.0,5768,4.5,Entertainment,61.1,Free,Entertainment,Free
6130,TIME LOCKER - Shooter,0.0,627,4.5,Games,56.0,Free,Games,Free
6131,Color Pop Free - Selective Color Splash Effects and Black & White Photography Editor,0.0,352,4.0,Photo & Video,5.6,Free,Photo & Video,Free
6132,3D Dubai Parking Simulator Drive Real Extreme Super Sports Car,0.0,166,4.5,Games,306.9,Free,Games,Free
6133,iOAK,1.99,0,0.0,Education,3.4,Paid,Education,$1-3
6134,diep.io,0.0,9397,4.0,Games,33.0,Free,Games,Free
6135,New Star Soccer G-Story,0.99,9,3.5,Games,82.4,Paid,Games,<$1
6136,Toca Life: Vacation,2.99,1730,4.5,Education,300.4,Paid,Education,$1-3
6137,Blade Sliders,0.0,136,4.0,Games,118.5,Free,Games,Free
6138,Limite Limite,0.0,0,0.0,Games,16.0,Free,Games,Free
6139,NBA 2K17,7.99,2408,3.0,Games,2950.7,Paid,Games,$5-10
6140,kubic,1.99,30,4.0,Games,334.6,Paid,Games,$1-3
6141,The Secret To Money,4.99,715,4.5,Lifestyle,25.7,Paid,Other,$4-5
6142,英雄Q传-穿越回合制卡牌手游，梦幻般的剧情，开启3D热血传奇人生,0.0,0,0.0,Games,313.4,Free,Games,Free
6143,脱出ゲーム 体育館からの脱出【学校脱出シリーズ5弾】,0.0,0,0.0,Games,69.3,Free,Games,Free
6144,街机格斗王,0.0,1,5.0,Games,301.8,Free,Games,Free
6145,Collageable PRO - Photo Collage,1.99,202,4.0,Photo & Video,69.0,Paid,Photo & Video,$1-3
6146,RedStory - Little Red Riding Hood,0.0,185,3.5,Games,251.5,Free,Games,Free
6147,Triennale Game Collection,0.0,56,2.5,Games,427.6,Free,Games,Free
6148,Smart Matches ~ Puzzles with Matchsticks,0.0,1,5.0,Games,28.3,Free,Games,Free
6149,Fight List,0.0,4702,3.5,Games,38.1,Free,Games,Free
6150,Skyscrapers by Tinybop,2.99,127,3.0,Education,208.8,Paid,Education,$1-3
6151,Quell Zen+,2.99,73,5.0,Games,98.3,Paid,Games,$1-3
6152,IllumiMoji,0.99,14,3.0,Reference,20.9,Paid,Education,<$1
6153,TRANSPORT MODS for MINECRAFT Pc EDITION,1.99,754,4.5,Navigation,32.4,Paid,Utilities,$1-3
6154,Hand of God - Top Clicker & Tap Games,0.0,5141,4.5,Games,162.8,Free,Games,Free
6155,DINOSAUR MOD FOR MINECRAFT PC EDITION - MODS POCKET GUIDE,1.99,413,4.0,Reference,27.3,Paid,Education,$1-3
6156,Slots: VIP Deluxe Slots Machines - Free Slot Games,0.0,2732,5.0,Games,169.4,Free,Games,Free
6157,微火车票-查机票订酒店春运特价随行,0.99,0,0.0,Travel,48.8,Paid,Other,<$1
6158,好きになったら負け。　完全無料！女性向けイケメン恋愛ゲーム,0.0,1,1.0,Games,37.8,Free,Games,Free
6159,Dr. Panda Farm,2.99,28,4.0,Education,98.9,Paid,Education,$1-3
6160,Dr. Panda Hoopa City 2,3.99,31,4.5,Education,170.4,Paid,Education,$3-4
6161,Mystic Messenger,0.0,6754,4.5,Games,405.5,Free,Games,Free
6162,Fancy Cats,0.0,966,4.5,Games,281.8,Free,Games,Free
6163,车轮车友会—汇集养车、洗车、代驾、汽车头条、汽车用品的车友聊天分享之家,0.0,0,0.0,Lifestyle,53.6,Free,Other,Free
6164,Anime Power FX,0.0,807,4.5,Photo & Video,97.9,Free,Photo & Video,Free
6165,Tankio - Battle Arena,0.0,4513,4.0,Games,53.4,Free,Games,Free
6166,3D GUNS MOD FOR MINECRAFT PC EDITION - GUN MODS POCKET GUIDE,1.99,268,4.5,Utilities,19.1,Paid,Utilities,$1-3
6167,Glitch Fixers - The Powerpuff Girls,0.0,89,4.0,Games,272.6,Free,Games,Free
6168,Mystery Tales: Her Own Eyes HD - A Hidden Object Mystery (Full),6.99,104,4.5,Games,1452.1,Paid,Games,$5-10
6169,Dark Romance: Kingdom of Death HD - A Hidden Object Adventure (Full),6.99,79,4.5,Games,1805.2,Paid,Games,$5-10
6170,Final Cut: Fade To Black - A Mystery Hidden Object Game (Full),6.99,49,4.5,Games,1143.7,Paid,Games,$5-10
6171,Slots: Get Rich Slot Machines Casino Slot Games,0.0,1168,5.0,Games,170.8,Free,Games,Free
6172,"自动证件照 - 智能证件照相机美图美颜编辑,制作学生证件照",0.99,9,3.0,Photo & Video,9.3,Paid,Photo & Video,<$1
6173,Football Heroes PRO 2017 - featuring NFL Players,0.0,691,4.0,Games,141.3,Free,Games,Free
6174,天天萌斗—超级萌红将免费领取，上千少年超级英雄形象，让你在多次元大陆享受卡牌萌斗罗乐趣,0.99,0,0.0,Games,218.7,Paid,Games,<$1
6175,Hoverboard Simulator - Endless Hover Board Race,0.0,203,4.0,Games,34.9,Free,Games,Free
6176,Can You Dab?,0.0,2601,4.0,Games,73.6,Free,Games,Free
6177,これやったことない人いる？,0.0,0,0.0,Games,12.6,Free,Games,Free
6178,鴨川等間隔の法則,0.0,0,0.0,Games,15.8,Free,Games,Free
6179,Face Effects & Filters,0.0,97,3.0,Entertainment,13.2,Free,Entertainment,Free
6180,不思議雑貨店ローズ ～ほのぼの再建記～,0.0,1,5.0,Games,105.9,Free,Games,Free
6181,多纳餐厅2,2.99,0,0.0,Education,104.6,Paid,Education,$1-3
6182,VR-Crazy Car Traffic Racing,0.0,10,2.0,Games,210.1,Free,Games,Free
6183,Shopping Mall Girl - Dress Up & Style Game,0.0,2332,4.5,Games,267.4,Free,Games,Free
6184,坦克新纪元——经典红警狂热回归,0.0,0,0.0,Games,53.6,Free,Games,Free
6185,Piggy Show,0.0,53,4.5,Games,265.5,Free,Games,Free
6186,Nightgate,4.99,947,4.5,Games,153.7,Paid,Games,$4-5
6187,女の子のための女子トレンドまとめアプリ-ウーマガジン-,0.0,0,0.0,Catalogs,9.2,Free,Other,Free
6188,Tank War - Geometry Go Shot Color Dot.IO,0.0,24760,4.5,Games,32.0,Free,Games,Free
6189,マッチングならSecret- 友達・恋人探しSNS,0.0,0,0.0,Social Networking,34.9,Free,Entertainment,Free
6190,Change My Location,0.99,165,2.0,Utilities,1.0,Paid,Utilities,<$1
6191,極限ドリブル～神の子 edition～,0.0,0,0.0,Games,18.3,Free,Games,Free
6192,Jazza's Arty Games,2.99,127,4.5,Games,314.6,Paid,Games,$1-3
6193,Agatha Christie - The ABC Murders (FULL),6.99,80,4.0,Games,1104.1,Paid,Games,$5-10
6194,牛タン牛タン牛タンタン,0.0,0,0.0,Games,23.5,Free,Games,Free
6195,精度93％ 絶望の心理テスト,0.0,1,1.0,Lifestyle,28.9,Free,Other,Free
6196,Eden: The Game - Build Your Village!,0.0,823,4.0,Games,148.6,Free,Games,Free
6197,RunGunJumpGun,2.99,60,4.0,Games,291.0,Paid,Games,$1-3
6198,Diamond Story: Jewelry Quest,0.0,683,4.5,Games,107.4,Free,Games,Free
6199,LEGO® City My City 2,0.0,424,3.5,Games,491.0,Free,Games,Free
6200,The Game of Life,2.99,2298,4.5,Games,305.5,Paid,Games,$1-3
6201,Bob the Builder™: Build City,2.99,11,3.5,Games,230.9,Paid,Games,$1-3
6202,ANSELFIE - emojis by Ansel,2.99,13,4.5,Utilities,54.0,Paid,Utilities,$1-3
6203,Steps,0.0,361,4.5,Games,71.0,Free,Games,Free
6204,Funny Face - Filters Swap Effects Pic for Snapchat,0.0,2471,4.0,Lifestyle,155.0,Free,Other,Free
6205,镜花奇缘 - 最新诛仙类卡牌传奇手游游戏,0.0,0,0.0,Games,319.5,Free,Games,Free
6206,Natoo,0.0,0,0.0,Entertainment,54.1,Free,Entertainment,Free
6207,妙资理财（九周年版)-高收益理财投资平台,0.0,0,0.0,Finance,31.6,Free,Utilities,Free
6208,妙资理财-福利版（年化14.8%注册送1万体验金）,0.0,0,0.0,Finance,31.6,Free,Utilities,Free
6209,Endless Ducker,0.0,639,4.0,Games,159.8,Free,Games,Free
6210,Rhinbo - Endless Runner Game,0.0,391,4.0,Games,154.7,Free,Games,Free
6211,面白ニュースを超快適に読める!!まとめのまとめMM,0.0,0,0.0,Entertainment,56.3,Free,Entertainment,Free
6212,Human Anatomy Atlas 2017 - Complete 3D Human Body,24.99,73,4.5,Medical,980.0,Paid,Health & Fitness,$20-50
6213,Creatures Mod for Minecraft PC Game Edition - Mods Pocket Guide,1.99,311,4.0,Utilities,30.3,Paid,Utilities,$1-3
6214,City Maps for Minecraft PE - Best Maps for Minecraft Pocket Edition (MCPE),1.99,536,3.5,Entertainment,11.1,Paid,Entertainment,$1-3
6215,KORG iWAVESTATION,29.99,47,4.5,Music,75.8,Paid,Other,$20-50
6216,Oh...Sir! The Insult Simulator,1.99,242,4.5,Games,190.5,Paid,Games,$1-3
6217,おじクエ - OJISAN QUEST - タップRPG -,0.0,0,0.0,Games,53.1,Free,Games,Free
6218,Shopkins: Chef Club,0.0,2881,4.5,Games,277.2,Free,Games,Free
6219,ENYO,0.0,163,3.5,Games,95.2,Free,Games,Free
6220,Agricola All Creatures Big and Small,4.99,35,4.0,Games,160.3,Paid,Games,$4-5
6221,Wordalot – Picture Crossword,0.0,3383,4.5,Games,166.7,Free,Games,Free
6222,Bowmasters - Top Multiplayer Bowman Archery Game,0.0,159323,4.5,Games,164.0,Free,Games,Free
6223,Bloons Supermonkey 2,0.99,599,4.5,Games,208.5,Paid,Games,<$1
6224,Gabbymoji,1.99,18,4.0,Entertainment,9.7,Paid,Entertainment,$1-3
6225,PIN Genie Vault – Secret photo album & Password,0.0,34,4.0,Utilities,96.6,Free,Utilities,Free
6226,Super City: Special Edition,4.99,78,4.5,Games,65.6,Paid,Games,$4-5
6227,Stop Curry,0.0,250,4.5,Games,67.8,Free,Games,Free
6228,Lollipop: Sweet Taste Match3,0.0,2861,4.5,Games,150.8,Free,Games,Free
6229,ここに墓を建てよう,0.0,0,0.0,Games,68.6,Free,Games,Free
6230,Burger Jump,0.0,145,4.5,Games,86.6,Free,Games,Free
6231,激おこ!! はじめしゃちょー　なんなんですか!?,0.0,1,5.0,Games,211.7,Free,Games,Free
6232,Fun Run Arena - Online Multiplayer Running Game,0.0,4116,4.5,Games,294.7,Free,Games,Free
6233,Talented Pets Show,0.0,108,4.0,Games,83.0,Free,Games,Free
6234,Fantasy Football Coach,0.0,29,3.0,Games,145.7,Free,Games,Free
6235,Pea – The Premature Ejaculation App,3.99,9,1.5,Health & Fitness,34.1,Paid,Health & Fitness,$3-4
6236,Moji Edit- Your Custom Emoji Avatar Face,0.0,238,3.5,Utilities,56.8,Free,Utilities,Free
6237,Virtual Reality Moon for Google Cardboard VR,0.0,109,3.0,Games,106.0,Free,Games,Free
6238,GeniusTest！天才てすと,0.0,0,0.0,Entertainment,19.5,Free,Entertainment,Free
6239,炎上なう -つぶやきSNS風シミュレーションゲーム-,0.0,0,0.0,Games,49.2,Free,Games,Free
6240,Test your color IQ！カラーIQ診断テスト２,0.0,0,0.0,Entertainment,17.7,Free,Entertainment,Free
6241,Chick Go & Climb,0.0,10,4.5,Games,55.7,Free,Games,Free
6242,Pango Build City,2.99,21,4.5,Games,125.5,Paid,Games,$1-3
6243,面倒だがトリあえずキーボード ～ さわりたくなるキーボード,0.99,0,0.0,Utilities,87.1,Paid,Utilities,<$1
6244,アキラメロン【メロンを受け止める、チョイムズゲー】,0.0,0,0.0,Games,135.2,Free,Games,Free
6245,Moasure - the smart tape measure,2.99,35,3.0,Utilities,58.9,Paid,Utilities,$1-3
6246,Bowmasters (Ad Free) - Top Multiplayer Bowman Game,3.99,1608,4.5,Games,164.0,Paid,Games,$3-4
6247,Auralux: Constellations,0.0,2354,4.5,Games,112.7,Free,Games,Free
6248,PolitiCats: Awesome Clicker Game,0.0,2938,4.5,Games,304.4,Free,Games,Free
6249,Escape from the music room in the school.,0.0,1,4.0,Games,99.7,Free,Games,Free
6250,Water Bottle Flip AK 2016,0.0,93,2.5,Games,78.6,Free,Games,Free
6251,Dumb Ways JR Madcap's Plane,1.99,3,3.5,Education,110.1,Paid,Education,$1-3
6252,Toca Hair Salon 3,2.99,314,4.5,Education,129.1,Paid,Education,$1-3
6253,"PS Deals+ - Games Price Alerts for PS4, PS3, Vita",2.99,28,5.0,News,70.2,Paid,Entertainment,$1-3
6254,Redungeon,0.0,1821,4.5,Games,76.6,Free,Games,Free
6255,Out There Chronicles - Ep. 1,1.99,87,4.0,Games,108.6,Paid,Games,$1-3
6256,Primordia,4.99,49,4.5,Games,1537.8,Paid,Games,$4-5
6257,NARUTO SHIPPUDEN: Ultimate Ninja Blazing,0.0,6426,4.5,Games,189.7,Free,Games,Free
6258,【脱出ゲーム】絶対に最後までプレイしないで 〜謎解き＆ブロックパズル〜,0.0,0,0.0,Games,77.6,Free,Games,Free
6259,MARVEL Tsum Tsum,0.0,838,4.5,Games,117.7,Free,Games,Free
6260,Athlete Shave Salon Games,0.0,3815,4.0,Games,62.8,Free,Games,Free
6261,Rubek,1.99,48,4.5,Games,85.2,Paid,Games,$1-3
6262,Tap Titans 2,0.0,9122,4.5,Games,511.7,Free,Games,Free
6263,Haunted Hotel: The X (Full),6.99,83,4.5,Games,1153.4,Paid,Games,$5-10
6264,Cubicle.,0.0,38,4.0,Games,87.7,Free,Games,Free
6265,無料アプリ暇つぶしゲーム【BOKEMON】〜トボケモンスターを進化させるで〜,0.0,0,0.0,Games,96.3,Free,Games,Free
6266,PINKFONG Birthday Party,0.0,70,3.5,Education,69.8,Free,Education,Free
6267,Shopkins: Shoppie Dash!,3.99,278,4.5,Games,192.2,Paid,Games,$3-4
6268,Casino Girl-お金稼ぎ美少女育成ゲーム-,0.0,0,0.0,Games,45.0,Free,Games,Free
6269,航海帝国HD 唯一正版授权 传承经典 统御大航海强者时代,0.99,0,0.0,Games,114.2,Paid,Games,<$1
6270,JOEMOJI Keyboard,0.99,53,4.5,Entertainment,29.8,Paid,Entertainment,<$1
6271,Blocky Racer - Endless Arcade Racing,0.0,1122,4.5,Games,151.0,Free,Games,Free
6272,Octonauts,3.99,14,3.5,Education,513.8,Paid,Education,$3-4
6273,Road Not Taken,4.99,291,4.5,Games,274.8,Paid,Games,$4-5
6274,Cafe Story - Play Cooking & Farming Game,0.0,1498,5.0,Games,117.0,Free,Games,Free
6275,Zap Zombies,0.0,145,4.0,Games,228.9,Free,Games,Free
6276,Buffalo Slots - Royal Casino Fun Slot Machines!,0.0,3153,5.0,Games,81.6,Free,Games,Free
6277,ブリ猫,0.0,0,0.0,Games,41.5,Free,Games,Free
6278,今日、彼女が死んだ,0.0,0,0.0,Games,33.2,Free,Games,Free
6279,Soccer Cup Championship 2016,0.0,2,5.0,Games,68.2,Free,Games,Free
6280,ひとりぼっち惑星,0.0,0,0.0,Games,74.8,Free,Games,Free
6281,Vampire Legends: Untold Story of Elizabeth (Full),6.99,50,3.0,Games,1031.7,Paid,Games,$5-10
6282,Moji Maker™,1.99,4553,4.0,Entertainment,159.2,Paid,Entertainment,$1-3
6283,Station Manager,4.99,35,3.5,Games,213.4,Paid,Games,$4-5
6284,Zombie Town Story,0.0,22,4.0,Games,252.4,Free,Games,Free
6285,SnapMatch - Single and Group Matching,0.0,12,1.5,Lifestyle,38.2,Free,Other,Free
6286,江湖风云录-超自由武侠剧情角色扮演手游,0.99,13,4.5,Games,49.7,Paid,Games,<$1
6287,Chef Siblings - Island Restaurant,0.0,56,4.0,Games,111.0,Free,Games,Free
6288,PetMOJI – Character Creator & Emoji Keyboard,0.0,244,3.0,Entertainment,23.9,Free,Entertainment,Free
6289,Samorost 3,4.99,421,4.0,Games,1329.8,Paid,Games,$4-5
6290,GIFYme - Create video loops and gifs with amazing filters for Whatsapp and Instagram,0.0,65,3.5,Photo & Video,31.4,Free,Photo & Video,Free
6291,Soccer Stadium Sports Car & Bus Parking Simulator 3D Driving Sim,0.0,126,4.0,Games,268.8,Free,Games,Free
6292,"April - Layouts, Photo Collage, and Poster Maker",0.0,165,4.5,Photo & Video,56.8,Free,Photo & Video,Free
6293,Special Version - Explain Everything™ Whiteboard,15.99,27,4.5,Education,152.7,Paid,Education,$10-20
6294,Flood of Light,1.99,14,5.0,Games,578.1,Paid,Games,$1-3
6295,ゲーム攻略「SGGP」掲示板、SNSな友達出会い,0.0,0,0.0,Social Networking,22.7,Free,Entertainment,Free
6296,Archery King,0.0,8905,4.5,Games,133.2,Free,Games,Free
6297,犯人は僕です。－謎解き×探索ノベルゲーム－,0.0,0,0.0,Games,53.7,Free,Games,Free
6298,Virtual Reality Roller Coaster for Google Cardboard VR,0.0,77,4.0,Games,119.5,Free,Games,Free
6299,MackMoji by Christy Mack,1.99,11,4.0,Entertainment,11.5,Paid,Entertainment,$1-3
6300,"Please, Don't Touch Anything 3D",5.99,5,4.0,Games,468.6,Paid,Games,$5-10
6301,Grim Tales: The Heir - A Mystery Hidden Object Game (Full),6.99,87,4.5,Games,984.1,Paid,Games,$5-10
6302,CelebrityDiagnosis!,0.0,0,0.0,Photo & Video,14.0,Free,Photo & Video,Free
6303,[GP]パチスロ ヱヴァンゲリヲン〜決意の刻〜(パチスロゲーム),0.0,0,0.0,Games,1240.0,Free,Games,Free
6304,Multi Level Car Parking 5 a Real Airport Driving Test Simulator,0.0,365,4.5,Games,238.4,Free,Games,Free
6305,Angry Birds Blast,0.0,24878,4.5,Games,129.6,Free,Games,Free
6306,Make More!,0.0,5134,4.5,Games,36.0,Free,Games,Free
6307,Light On,0.0,191,4.5,Games,212.3,Free,Games,Free
6308,なっとう-人気の納豆育成ゲーム-,0.0,0,0.0,Games,44.7,Free,Games,Free
6309,NBAmoji,0.0,89,3.5,Sports,12.7,Free,Entertainment,Free
6310,"Prisma: Photo Editor, Art Filters Pic Effects",0.0,15060,4.5,Photo & Video,76.4,Free,Photo & Video,Free
6311,Duck Roll,0.0,154,4.5,Games,59.1,Free,Games,Free
6312,ShadeMoji by The Shade Room,0.99,108,4.5,Entertainment,81.0,Paid,Entertainment,<$1
6313,WIND runner adventure,0.0,253,4.5,Games,332.1,Free,Games,Free
6314,Javelin Masters 3,0.0,430,4.5,Games,134.0,Free,Games,Free
6315,NBC Sports Scores,0.0,428,2.0,Sports,61.1,Free,Entertainment,Free
6316,Fish Fist,0.0,146,4.5,Games,66.2,Free,Games,Free
6317,Suicide Squad: Special Ops,0.0,6551,4.5,Games,363.0,Free,Games,Free
6318,"Dr. Decks for ""Clash Royale""",0.99,9,4.0,Games,70.2,Paid,Games,<$1
6319,Crazy Circle,0.0,98,4.5,Games,39.8,Free,Games,Free
6320,罪と罰2 -犯人は誰だ!?- 謎解き推理ミステリーサスペンス,0.0,0,0.0,Book,42.3,Free,Education,Free
6321,AKUMA大戦 -悪魔を合体召喚して魔王を育成する放置ゲーム-,0.0,0,0.0,Games,69.2,Free,Games,Free
6322,NeverKnew - Game night is back,0.0,25,4.0,Games,39.1,Free,Games,Free
6323,Tank.io war - Free Classic Tank games,0.0,3219,4.5,Games,24.4,Free,Games,Free
6324,Ketchapp Soccer,0.0,339,4.0,Games,63.2,Free,Games,Free
6325,なぞって冒険！きゅるるんくまのパズルリンク,0.0,0,0.0,Games,62.5,Free,Games,Free
6326,"求恋爱 专业版-高端恋爱相亲婚恋交友神器,同城寂寞单身男女聊天约会找对象平台",0.99,0,0.0,Social Networking,46.6,Paid,Entertainment,<$1
6327,暇つぶしに人気  脳トレ パズルゲーム　- LINK,0.0,0,0.0,Games,103.8,Free,Games,Free
6328,Lost Fishy Ultimate Challenge,0.99,3,4.5,Games,102.0,Paid,Games,<$1
6329,Arcane Online - Fantasy MMORPG,0.0,285,4.5,Games,93.6,Free,Games,Free
6330,Magic Nightfall,0.0,164,4.5,Games,197.0,Free,Games,Free
6331,Magic Mansion,0.0,255,3.0,Games,44.2,Free,Games,Free
6332,梦幻西游互通版,0.0,25,4.5,Games,2057.7,Free,Games,Free
6333,Is-it Love ? Ryan (Visual Novel),0.0,539,4.5,Games,146.8,Free,Games,Free
6334,Dinos Jump - Dinosaur action game for kids,2.99,0,0.0,Games,60.3,Paid,Games,$1-3
6335,Jurassic GO - Dinosaur Snap Adventures,3.99,477,5.0,Games,331.3,Paid,Games,$3-4
6336,PlayKids Learn - Learning through play,0.0,49,2.5,Education,410.7,Free,Education,Free
6337,Cube Skip,0.0,298,4.5,Games,125.9,Free,Games,Free
6338,Blue Apprentice Elementary Science Game by Galxyz,0.0,79,4.0,Education,384.0,Free,Education,Free
6339,High 5 Vegas - Hit Slots Casino,0.0,541,4.5,Games,157.9,Free,Games,Free
6340,PHAROS Earth,0.0,383,4.5,Entertainment,409.8,Free,Entertainment,Free
6341,EXORUN,0.0,234,4.0,Games,75.2,Free,Games,Free
6342,Amusement Park Tour,0.0,506,4.5,Games,94.9,Free,Games,Free
6343,Hero Siege: Pocket Edition,9.99,68,2.5,Games,282.3,Paid,Games,$5-10
6344,Music Player - Play Unlimited Songs from YouTube!,0.0,53,4.0,Entertainment,12.2,Free,Entertainment,Free
6345,Switchy Sides,0.0,109,4.5,Games,61.3,Free,Games,Free
6346,SnapType Pro,4.99,37,4.5,Education,33.8,Paid,Education,$4-5
6347,"Princess Face Paint - Girls Makeup, Dressup and Makeover Games",0.0,45,4.0,Games,98.6,Free,Games,Free
6348,Mystery of the Ancients: Mud Water Creek (Full),6.99,127,4.5,Games,1145.3,Paid,Games,$5-10
6349,Danse Macabre: Lethal Letters - A Mystery Hidden Object Game (Full),6.99,57,4.5,Games,771.7,Paid,Games,$5-10
6350,金庸群侠传—全自由单机武侠RPG,0.0,85,5.0,Games,249.0,Free,Games,Free
6351,Nukleus,0.0,210,4.5,Games,29.7,Free,Games,Free
6352,My Town : Beauty Spa Saloon,2.99,56,4.0,Entertainment,296.5,Paid,Entertainment,$1-3
6353,Blitz Survival Games - Multiplayer Pixel Master Mini Games,0.99,24,3.0,Games,180.3,Paid,Games,<$1
6354,Babysitter Craziness - Fun Kids Game,0.0,169,4.0,Games,95.7,Free,Games,Free
6355,万年历-日历农历黄历天气,0.0,0,0.0,Utilities,109.2,Free,Utilities,Free
6356,All Star Quarterback 17 - Football Lifestyle Sim,0.0,521,4.5,Games,110.8,Free,Games,Free
6357,Bulb Boy,2.99,49,4.5,Games,587.6,Paid,Games,$1-3
6358,烈焰王座HD - 卡牌与挂机结合的养成放置游戏,0.99,1,5.0,Games,68.6,Paid,Games,<$1
6359,Attenborough Story of Life,0.0,59,4.5,Entertainment,152.1,Free,Entertainment,Free
6360,Tina's Diary - Star Fever,0.0,139,4.0,Games,107.9,Free,Games,Free
6361,Rolly Worms,0.0,135,3.5,Games,146.5,Free,Games,Free
6362,Frantic Ball,0.0,1,5.0,Games,196.6,Free,Games,Free
6363,流しそうめんエクストリーム,0.0,0,0.0,Games,152.9,Free,Games,Free
